Rank_,PK,Name,Platform,Year_,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
560,560-Skate 3-X360-2010,Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0,0.24,2.68
561,561-Burnout 3: Takedown-PS2-2004,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68
562,562-Yokai Watch 2 Shinuchi-3DS-2014,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,0,0,2.68,0,2.68
563,563-Need for Speed: Shift-PS3-2009,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68
564,564-Final Fantasy XIII-2-PS3-2011,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
565,565-Mortal Kombat-GEN-1992,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1.95,0.63,0,0.09,2.67
566,566-Call Of Duty 2: Big Red One-PS2-2005,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
567,567-Guitar Hero: World Tour-X360-2008,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.64,0,0.25,2.67
568,568-Medal of Honor-PS-1998,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67
569,569-Fable-XB-2004,Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66
570,570-Hannah Montana-DS-2006,Hannah Montana,DS,2006,Action,Disney Interactive Studios,1.59,0.8,0,0.26,2.65
571,571-Tom Clancy's Splinter Cell-PS2-2003,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65
572,572-Skylanders Giants-Wii-2012,Skylanders Giants,Wii,2012,Action,Activision,1.56,0.88,0,0.22,2.65
573,573-Medal of Honor Heroes-PSP-2006,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65
574,574-Super Mario Bros.: The Lost Levels-NES-1986,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0,0,2.65,0,2.65
575,575-Star Wars: Shadows of the Empire-N64-1996,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2,0.5,0.12,0.03,2.65
576,576-LEGO Star Wars: The Complete Saga-X360-2007,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.87,0,0.24,2.64
577,577-Midnight Club: Street Racing-PS2-2000,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63
578,578-Pac-Man: Adventures in Time-PSP-2006,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
579,579-Halo Wars-X360-2009,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63
580,580-God of War Collection-PS3-2009,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63
581,581-ESPN NFL 2K5-PS2-2004,ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0,0.36,2.62
582,582-Mario Strikers Charged-Wii-2007,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
583,583-Medal of Honor-X360-2010,Medal of Honor,X360,2010,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62
584,584-FIFA Soccer 10-X360-2009,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62
585,585-NBA 2K12-X360-2011,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
586,586-Style Savvy-DS-2008,Style Savvy,DS,2008,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.61
587,587-Harry Potter and the Chamber of Secrets-PS2-2002,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
588,588-Super Mario All-Stars: Limited Edition-Wii-2010,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6
589,589-Streets of Rage-GEN-1990,Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6
590,590-FIFA Soccer 09-PS3-2008,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59
591,591-Ratchet & Clank Future: Tools of Destruction-PS3-2007,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59
592,592-NBA Live 2005-PS2-2004,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59
593,593-LittleBigPlanet-PSP-2009,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58
594,594-Killzone: Shadow Fall-PS4-2013,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58
595,595-Ghostbusters: The Video Game (DS Version)-X360-2009,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
596,596-Monster Hunter Freedom 2-PSP-2007,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.58
597,597-WWE SmackDown vs. RAW 2007-PS2-2006,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
598,598-Ratchet & Clank: Up Your Arsenal-PS2-2004,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
599,599-Art Academy-DS-2010,Art Academy,DS,2010,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57
600,600-Dragon Age: Origins-X360-2009,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
688,688-WarioWare Touched!-DS-2004,WarioWare Touched!,DS,2004,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31
689,689-Need For Speed: High Stakes-PS-1999,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,0.64,0,0.09,2.31
690,690-Chrono Trigger-SNES-1995,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0,2.02,0.01,2.31
691,691-Cool Boarders 3-PS-1998,Cool Boarders 3,PS,1998,Sports,989 Studios,1.65,0.46,0.1,0.1,2.31
692,692-LEGO Marvel Super Heroes-X360-2013,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0,0.21,2.3
693,693-Guild Wars 2-PC-2012,Guild Wars 2,PC,2012,Action,NCSoft,0.95,1.06,0,0.29,2.3
694,694-Pokemon Ranger: Shadows of Almia-DS-2008,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.95,0.54,0.62,0.18,2.3
695,695-Dead Island-PS3-2011,Dead Island,PS3,2011,Action,Deep Silver,1.08,0.75,0.15,0.31,2.29
696,696-Tomb Raider II-PC-1997,Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0,0.13,2.29
697,697-God of War: Ascension-PS3-2013,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29
698,698-Need for Speed Underground 2-XB-2004,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0,0.1,2.28
699,699-Pro Evolution Soccer 2010-PS3-2009,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28
700,700-Just Dance 2015-Wii-2014,Just Dance 2015,Wii,2014,Misc,Ubisoft,1.11,0.98,0,0.2,2.28
701,701-Yokai Watch Busters-3DS-2015,Yokai Watch Busters,3DS,2015,Action,Level 5,0,0,2.28,0,2.28
702,702-Mario Bros.-NES-1983,Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28
703,703-FIFA Soccer 09-PS2-2008,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28
704,704-Star Wars: The Force Unleashed-PS3-2008,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.9,0,0.37,2.28
705,705-Borderlands 2-PS3-2012,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
706,706-TOCA Touring Car Championship-PS-1997,TOCA Touring Car Championship,PS,1997,Racing,Codemasters,0.07,2,0.02,0.18,2.28
707,707-Paper Mario: Sticker Star-3DS-2012,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27
708,708-Sonic's Ultimate Genesis Collection-PS3-2009,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.62,0,0.31,2.27
709,709-Super Monkey Ball: Banana Blitz-Wii-2006,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.07,0.92,0.04,0.24,2.27
710,710-Kirby: Nightmare in Dream Land-GBA-2002,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
711,711-Wario Land 4-GBA-2001,Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
712,712-Guitar Hero III: Legends of Rock-PS3-2007,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26
713,713-Call of Duty 3-Wii-N/A,Call of Duty 3,Wii,,Shooter,Activision,1.19,0.84,0,0.23,2.26
714,714-Resident Evil 4-Wii-2007,Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26
715,715-Minecraft-PSV-2014,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25
716,716-Onimusha 2: Samurai's Destiny-PS2-2002,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25
717,717-Cool Boarders 2-PS-1997,Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08,2.25
718,718-Paper Mario: The Thousand-Year Door-GC-2004,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
719,719-Madden NFL 12-PS3-2011,Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0,0.17,2.25
720,720-Monster Hunter Tri-Wii-2009,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.25
721,721-Dissidia: Final Fantasy-PSP-2008,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,0.51,0.51,0.91,0.32,2.25
722,722-Sonic Advance-GBA-2001,Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24
723,723-Spyro: Season of Ice-GBA-2001,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,1.29,0.83,0,0.11,2.23
724,724-Teenage Mutant Ninja Turtles II: The Arcade Game-NES-1990,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23
725,725-LEGO Indiana Jones: The Original Adventures-DS-2008,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,0.61,0,0.21,2.23
726,726-Dance Dance Revolution X2-PS2-2009,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0,0.28,2.23
727,727-New Super Luigi U-WiiU-2013,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,0.62,0.18,0.16,2.22
728,728-Prince of Persia: The Sands of Time-PS2-2003,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0,0.31,2.22
729,729-Scribblenauts-DS-2009,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18,2.22
730,730-The Legend of Zelda: Link's Awakening DX-GB-1998,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1,0.63,0.45,0.13,2.22
731,731-Need for Speed: Hot Pursuit-X360-2010,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0,0.21,2.22
732,732-BioShock 2-X360-2010,BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21
733,733-Assassin's Creed IV: Black Flag-XOne-2013,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.47,0.55,0,0.19,2.21
734,734-Devil May Cry 3: Dante's Awakening Special Edition-PS2-2006,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21
735,735-Rock Band 2-X360-2008,Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0,0.18,2.2
736,736-Frogger-2600-1981,Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0,0.02,2.2
737,737-Guitar Hero II-X360-2007,Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0,0.17,2.2
738,738-Wario Land 3-GB-2000,Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2
739,739-Pro Yakyuu Family Stadium-NES-1986,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,0,2.2
740,740-Sonic Unleashed-Wii-2008,Sonic Unleashed,Wii,2008,Platform,Sega,1.28,0.68,0.02,0.21,2.2
741,741-High School Musical: Makin' the Cut!-DS-2007,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.91,0,0.23,2.2
742,742-Pro Evolution Soccer 2012-PS3-2011,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.97,0.55,0.33,2.19
743,743-Saints Row-X360-2006,Saints Row,X360,2006,Action,THQ,1.17,0.78,0.02,0.22,2.19
744,744-Star Wars: Knights of the Old Republic-XB-2003,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0,0.08,2.19
745,745-Kirby's Pinball Land-GB-1992,Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
746,746-Donkey Kong Country-GB-2000,Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19
747,747-Hitman: Absolution-PS3-2012,Hitman: Absolution,PS3,2012,Action,Square Enix,0.59,1.07,0.07,0.45,2.19
748,748-Yu-Gi-Oh: Duel Monsters 4-GB-2000,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0,0,2.17,0.01,2.18
749,749-ATV Offroad Fury 2-PS2-2002,ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,0.2,0,0.06,2.18
750,750-Forza Motorsport 5-XOne-2013,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.18
751,751-Madden NFL 25-X360-2013,Madden NFL 25,X360,2013,Sports,Electronic Arts,1.97,0.07,0,0.13,2.18
752,752-Pokemon Ranger-DS-2006,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.29,0.04,0.73,0.12,2.18
753,753-Mario & Luigi: Superstar Saga-GBA-2003,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17
754,754-Final Fantasy XIII-X360-2010,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.27,0.68,0.01,0.2,2.17
755,755-Star Wars: Rogue Squadron-N64-1998,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17
756,756-Tennis-NES-1984,Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17
757,757-The Sims: House Party-PC-2001,The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16
758,758-Your Shape featuring Jenny McCarthy-Wii-2009,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.51,0.47,0,0.18,2.16
759,759-Syphon Filter 2-PS-2000,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08,2.15
760,760-Tom Clancy's Rainbow Six: Siege-PS4-2015,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.54,1.16,0.13,0.32,2.15
761,761-Volleyball-NES-1987,Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0,2.15
762,762-FIFA 15-XOne-2014,FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.41,0,0.14,2.15
763,763-Call of Duty: Roads to Victory-PSP-2007,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.03,0,0.59,2.14
764,764-Super Mario RPG: Legend of the Seven Stars-SNES-1996,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0,1.45,0.03,2.14
765,765-Mahjong-NES-1983,Mahjong,NES,1983,Misc,Nintendo,0.01,0,2.13,0,2.14
766,766-R.C. Pro-Am-NES-1988,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14
767,767-SimCity 2000-PC-1992,SimCity 2000,PC,1992,Simulation,Maxis,1.2,0.84,0,0.1,2.14
768,768-Demon Attack-2600-1981,Demon Attack,2600,1981,Shooter,Imagic,1.99,0.12,0,0.02,2.13
769,769-Dance Dance Revolution Extreme-PS2-2004,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0,0.27,2.13
770,770-Tetris DS-DS-2006,Tetris DS,DS,2006,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13
771,771-Final Fantasy Tactics Advance-GBA-2003,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13
772,772-Far Cry: Primal-PS4-2016,Far Cry: Primal,PS4,2016,Action,Ubisoft,0.59,1.16,0.06,0.33,2.13
773,773-Toy Story 3: The Video Game-DS-2010,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.93,0.97,0.02,0.21,2.12
774,774-Final Fantasy III-DS-2006,Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.91,0.05,1.07,0.09,2.12
775,775-Kirby's Epic Yarn-Wii-2010,Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,1.47,0.09,0.45,0.11,2.12
776,776-Project Gotham Racing-XB-2001,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12
777,777-Golf-GB-1989,Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12
778,778-NBA 2K12-PS3-2011,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11
779,779-Borderlands-PS3-2009,Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.62,0,0.29,2.11
780,780-Tony Hawk's Pro Skater-N64-2000,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,1.68,0.4,0,0.03,2.11
781,781-PES 2009: Pro Evolution Soccer-PS3-2008,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,2.11
782,782-Need for Speed: Hot Pursuit 2-PS2-2002,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11
783,783-Mario Sports Mix-Wii-2010,Mario Sports Mix,Wii,2010,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11
784,784-Rock Band-Wii-N/A,Rock Band,Wii,,Misc,MTV Games,1.35,0.56,0,0.2,2.11
785,785-Dynasty Warriors 4-PS2-2003,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11
786,786-Mortal Kombat-X360-2011,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.33,0,0.15,2.11
787,787-Parasite Eve-PS-1998,Parasite Eve,PS,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1
788,788-Scooby-Doo! Night of 100 Frights-PS2-2002,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,1.17,0.72,0,0.22,2.1
789,789-Project Gotham Racing (JP weekly sales)-XB-2002,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1
790,790-Need for Speed: Most Wanted 5-1-0-PSP-2005,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1
791,791-Portal 2-X360-2011,Portal 2,X360,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1
792,792-Devil May Cry 3: Dante's Awakening-PS2-2005,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09
793,793-Derby Stallion-PS-1997,Derby Stallion,PS,1997,Sports,ASCII Entertainment,0,0,1.96,0.14,2.09
794,794-Dead Rising-X360-2006,Dead Rising,X360,2006,Action,Capcom,1.16,0.65,0.08,0.2,2.09
795,795-Finding Nemo-PS2-2003,Finding Nemo,PS2,2003,Action,THQ,1.26,0.6,0.05,0.18,2.09
796,796-NBA 2K11-X360-2010,NBA 2K11,X360,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09
797,797-Wipeout: The Game-Wii-2009,Wipeout: The Game,Wii,2009,Misc,Mindscape,1.97,0,0,0.12,2.09
798,798-The Sims 2: Pets-DS-2006,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.94,0,0.22,2.09
799,799-Battlefield: Hardline-PS4-2015,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.7,0.93,0.14,0.32,2.09
800,800-Metal Gear Solid: Peace Walker-PSP-2010,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09
801,801-World of Warcraft: Cataclysm-PC-2010,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0,0,2.08
802,802-Tetris Worlds-PS2-2002,Tetris Worlds,PS2,2002,Puzzle,THQ,1.11,0.71,0,0.27,2.08
803,803-Need For Speed: Undercover-PS3-2008,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1.02,0.05,0.39,2.08
804,804-Dance Dance Revolution: Hottest Party-Wii-2007,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.36,0.52,0,0.2,2.08
805,805-Mario Party 5-GC-2003,Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08
806,806-Ghostbusters: The Video Game (DS Version)-PS3-2010,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive,0.59,0.99,0.13,0.36,2.08
807,807-Sim Theme Park-PC-1998,Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0,0,2.08
808,808-Warcraft: Orcs & Humans-PC-1994,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0,0.11,2.08
809,809-Skate 3-PS3-2010,Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.94,0,0.35,2.08
810,810-Spec Ops: Airborne Commando-PS-2002,Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,1.54,0.46,0,0.08,2.07
811,811-Kingdom Hearts: Birth by Sleep-PSP-2010,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,0.63,0.42,0.75,0.26,2.07
812,812-UFC 2009 Undisputed-X360-2009,UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.48,0.39,0,0.19,2.07
813,813-Dark Souls-PS3-2011,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07
814,814-Yu-Gi-Oh! The Eternal Duelist Soul-GBA-2001,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,1.64,0.36,0,0.07,2.07
815,815-Need for Speed: ProStreet-X360-2007,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06
816,816-The Sims 3-PS3-2010,The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.97,0.02,0.34,2.06
817,817-Tom Clancy's Splinter Cell: Conviction-X360-2010,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.63,0.04,0.19,2.06
818,818-Pokemon Mystery Dungeon: Red/Blue Rescue Team-GBA-2005,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06
819,819-The Incredibles-GBA-2004,The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06
820,820-R4: Ridge Racer Type 4-PS-1998,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06
821,821-SoulCalibur II-PS2-2003,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06
822,822-Mario & Luigi: Dream Team-3DS-2013,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.06
823,823-Need for Speed: ProStreet-PS3-2007,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05
824,824-Carnival Games-DS-2008,Carnival Games,DS,2008,Misc,Take-Two Interactive,1.23,0.64,0,0.19,2.05
825,825-NBA 2K14-PS3-2013,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05
826,826-Pok̩mon Mystery Dungeon: Blue Rescue Team-DS-2005,Pok̩mon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.16,0.06,0.83,0,2.05
827,827-Sonic Mega Collection-GC-2002,Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05
828,828-Diablo III-PS3-2013,Diablo III,PS3,2013,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.05
829,829-NBA Jam-GEN-1992,NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05,2.05
830,830-PGR4 - Project Gotham Racing 4-X360-2007,PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.29,0.02,0.25,2.05
831,831-Kingdom Hearts 358/2 Days-DS-2009,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.11,0.27,0.53,0.14,2.04
832,832-Dance Central 2-X360-2011,Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.42,0.01,0.16,2.04
833,833-Rayman Raving Rabbids: TV Party-Wii-2008,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.73,1.09,0,0.23,2.04
834,834-SOCOM: U.S. Navy SEALs: Combined Assault-PS2-2006,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04
835,835-Peter Jackson's King Kong: The Official Game of the Movie-PS2-2005,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0,0.31,2.04
836,836-Donkey Kong Country-GBA-2003,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04
